page,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
77,4,1,8,4,1094,809,156,36,96,awhile.
77,4,1,8,5,1277,810,35,36,96,If
77,4,1,8,6,1331,821,61,26,96,we
77,4,1,8,7,1415,822,70,25,96,are
77,4,1,8,8,1509,813,117,36,95,down
77,4,1,8,9,1654,815,66,42,95,"10,"
77,4,1,8,10,1746,815,14,34,96,I
77,4,1,8,11,1786,824,95,35,96,may
77,4,1,8,12,1905,815,107,36,95,need
77,4,1,8,13,2035,819,42,32,96,to
77,4,1,8,14,2103,816,104,45,96,keep
77,4,1,9,1,761,862,81,36,92,him
77,4,1,9,2,874,864,35,34,92,in
77,4,1,9,3,939,861,136,46,95,"there,"
77,4,1,9,4,1106,865,79,36,96,and
77,4,1,9,5,1218,865,105,37,95,have
77,4,1,9,6,1352,870,43,33,96,to
77,4,1,9,7,1424,868,97,35,96,take
77,4,1,9,8,1553,878,65,36,96,my
77,4,1,9,9,1648,870,184,36,96,chances
77,4,1,9,10,1862,871,92,35,96,with
77,4,1,9,11,1984,871,71,36,96,the
77,4,1,9,12,2085,872,120,43,96,"fouls,"
77,4,1,10,1,760,919,80,35,96,and
77,4,1,10,2,871,920,151,44,96,maybe
77,4,1,10,3,1048,924,62,42,96,try
77,4,1,10,4,1135,924,43,33,96,to
77,4,1,10,5,1206,926,160,40,96,protect
77,4,1,10,6,1393,924,95,43,96,"him,"
77,4,1,10,7,1518,926,116,44,96,using
77,4,1,10,8,1664,935,21,26,96,a
77,4,1,10,9,1713,936,107,26,96,zone
77,4,1,10,10,1847,936,51,26,96,on
77,4,1,10,11,1927,927,191,37,96,defense.
77,4,1,10,12,2147,930,58,34,96,On
77,4,1,11,1,758,974,72,36,96,the
77,4,1,11,2,853,975,123,36,96,other
77,4,1,11,3,997,976,123,43,95,"hand,"
77,4,1,11,4,1145,979,14,33,96,I
77,4,1,11,5,1183,977,105,36,96,have
77,4,1,11,6,1310,988,103,26,96,seen
77,4,1,11,7,1437,980,179,37,96,coaches
77,4,1,11,8,1639,982,241,45,93,essentially
77,4,1,11,9,1902,983,181,37,92,foul-out
77,4,1,11,10,2103,984,106,36,96,their
77,4,1,12,1,759,1039,90,26,96,own
77,4,1,12,2,879,1031,164,44,95,players
77,4,1,12,3,1068,1033,92,35,96,with
77,4,1,12,4,1186,1034,92,35,96,four
77,4,1,12,5,1302,1034,121,44,96,"fouls,"
77,4,1,12,6,1449,1037,139,44,96,sitting
77,4,1,12,7,1614,1037,116,36,96,them
77,4,1,12,8,1759,1038,119,36,96,down
77,4,1,12,9,1905,1039,64,36,96,for
77,4,1,12,10,1993,1049,20,26,96,a
77,4,1,12,11,2041,1044,168,40,96,quarter
77,4,1,13,1,759,1094,45,26,93,Or
77,4,1,13,2,838,1095,115,27,95,more
77,4,1,13,3,989,1087,183,37,96,because
77,4,1,13,4,1205,1089,44,35,96,of
77,4,1,13,5,1276,1089,92,36,96,four
77,4,1,13,6,1398,1090,154,36,95,fouls...
77,4,1,13,7,1588,1093,243,45,96,essentially
77,4,1,13,8,1862,1094,72,35,96,the
77,4,1,13,9,1969,1096,127,34,96,coach
77,4,1,13,10,2131,1096,75,35,96,has
77,4,1,14,1,757,1140,140,37,96,fouled
77,4,1,14,2,923,1142,61,35,96,his
77,4,1,14,3,1007,1152,89,26,96,own
77,4,1,14,4,1122,1144,141,44,96,player
77,4,1,14,5,1283,1148,73,33,96,out
77,4,1,14,6,1378,1146,91,35,96,with
77,4,1,14,7,1493,1147,93,45,96,only
77,4,1,14,8,1608,1147,93,36,96,four
77,4,1,14,9,1721,1148,124,44,95,"fouls,"
77,4,1,14,10,1870,1150,81,35,95,and
77,4,1,14,11,1974,1151,126,35,95,taken
77,4,1,14,12,2126,1151,79,36,96,him
77,4,1,15,1,760,1197,224,45,96,physically
77,4,1,15,2,1006,1199,79,35,96,and
77,4,1,15,3,1111,1200,194,45,96,mentally
77,4,1,15,4,1327,1204,72,33,95,out
77,4,1,15,5,1420,1202,43,35,96,of
77,4,1,15,6,1480,1202,72,36,96,the
77,4,1,15,7,1574,1213,139,35,96,game.
77,4,1,15,8,1737,1206,84,34,96,You
77,4,1,15,9,1846,1205,130,45,95,might
77,4,1,15,10,1998,1206,50,36,96,be
77,4,1,15,11,2071,1207,137,36,96,better
77,4,1,16,1,758,1252,61,35,96,off
77,4,1,16,2,837,1252,142,47,96,letting
77,4,1,16,3,1003,1254,80,36,96,him
77,4,1,16,4,1107,1255,90,44,96,play
77,4,1,16,5,1219,1257,206,45,95,"carefully,"
77,4,1,16,6,1447,1258,100,35,96,than
77,4,1,16,7,1571,1262,71,33,96,not
77,4,1,16,8,1662,1262,43,33,96,at
77,4,1,16,9,1725,1260,63,35,96,all!
77,6,1,1,1,756,1364,186,36,96,Another
77,6,1,1,2,974,1367,113,43,96,point
77,6,1,1,3,1118,1377,50,26,96,on
77,6,1,1,4,1203,1368,339,38,96,substitutions...
77,6,1,1,5,1579,1371,27,35,96,if
77,6,1,1,6,1635,1381,79,35,96,you
77,6,1,1,7,1750,1372,107,36,96,have
77,6,1,1,8,1890,1373,114,46,96,eight
77,6,1,1,9,2035,1383,45,27,96,or
77,6,1,1,10,2112,1376,93,35,95,nine
77,6,1,2,1,756,1420,115,45,93,fairly
77,6,1,2,2,892,1422,109,44,96,good
77,6,1,2,3,1026,1422,176,46,95,"players,"
77,6,1,2,4,1227,1425,27,35,96,it
77,6,1,2,5,1273,1425,69,35,96,will
77,6,1,2,6,1367,1426,197,46,96,probably
77,6,1,2,7,1585,1427,51,36,95,be
77,6,1,2,8,1657,1431,42,33,95,to
77,6,1,2,9,1721,1438,105,35,96,your
77,6,1,2,10,1846,1429,239,47,96,advantage
77,6,1,2,11,2107,1441,99,26,96,over
77,6,1,3,1,755,1476,73,35,97,the
77,6,1,3,2,857,1486,150,27,96,course
77,6,1,3,3,1035,1478,44,35,96,of
77,6,1,3,4,1102,1479,71,36,96,the
77,6,1,3,5,1201,1489,154,27,96,season
77,6,1,3,6,1384,1484,42,33,96,to
77,6,1,3,7,1455,1482,92,45,96,play
77,6,1,3,8,1573,1483,47,35,95,all
77,6,1,3,9,1649,1484,124,36,96,these
77,6,1,3,10,1805,1485,101,43,95,"kids,"
77,6,1,3,11,1936,1486,92,36,96,with
77,6,1,3,12,2059,1486,78,36,96,lots
77,6,1,3,13,2164,1488,44,35,96,of
77,6,1,4,1,756,1531,286,47,95,substituting.
77,6,1,4,2,1078,1534,36,35,96,If
77,6,1,4,3,1141,1544,79,35,96,you
77,6,1,4,4,1255,1545,69,26,96,are
77,6,1,4,5,1358,1537,140,45,96,willing
77,6,1,4,6,1531,1541,42,33,95,to
77,6,1,4,7,1607,1539,183,45,96,perhaps
77,6,1,4,8,1824,1544,148,42,96,accept
77,6,1,4,9,2004,1551,20,26,96,a
77,6,1,4,10,2059,1543,145,44,96,couple
77,6,1,5,1,757,1587,138,37,96,losses
77,6,1,5,2,916,1589,112,45,96,early
77,6,1,5,3,1050,1591,35,34,96,in
77,6,1,5,4,1106,1590,71,36,96,the
77,6,1,5,5,1199,1601,171,35,96,"season,"
77,6,1,5,6,1394,1603,78,35,96,you
77,6,1,5,7,1497,1603,93,36,96,may
77,6,1,5,8,1613,1595,51,36,96,be
77,6,1,5,9,1686,1605,21,26,95,a
77,6,1,5,10,1732,1596,122,36,96,much
77,6,1,5,11,1876,1600,195,43,96,stronger
77,6,1,5,12,2089,1601,113,33,96,team
77,6,1,6,1,757,1642,81,37,95,late
77,6,1,6,2,875,1645,36,34,95,in
77,6,1,6,3,947,1644,72,36,95,the
77,6,1,6,4,1055,1655,155,26,96,season
77,6,1,6,5,1247,1647,28,35,95,if
77,6,1,6,6,1306,1657,79,35,96,you
77,6,1,6,7,1422,1649,175,45,95,develop
77,6,1,6,8,1632,1651,92,35,96,that
77,6,1,6,9,1759,1652,114,45,96,eight
77,6,1,6,10,1907,1662,47,26,93,or
77,6,1,6,11,1988,1655,213,35,91,nine-man
77,6,1,7,1,757,1700,177,35,96,rotation
77,6,1,7,2,966,1701,83,35,96,into
77,6,1,7,3,1079,1711,20,25,95,a
77,6,1,7,4,1130,1703,108,44,96,good
77,6,1,7,5,1268,1706,130,41,51,"team,"
77,6,1,7,6,1423,1696,98,61,51,with
77,6,1,7,7,1553,1706,76,36,96,lots
77,6,1,7,8,1659,1707,44,35,96,of
77,6,1,7,9,1729,1707,134,36,96,bench
77,6,1,7,10,1893,1713,187,40,96,support.
77,6,1,7,11,2111,1710,91,36,96,This
77,6,1,8,1,755,1754,89,36,96,also
77,6,1,8,2,866,1751,167,40,96,creates
77,6,1,8,3,1055,1766,114,27,96,more
77,6,1,8,4,1189,1761,113,32,96,team
77,6,1,8,5,1326,1759,201,45,96,harmony
77,6,1,8,6,1548,1762,79,35,95,and
77,6,1,8,7,1649,1765,114,32,95,team
77,6,1,8,8,1786,1765,126,42,90,spirit.
77,7,1,1,1,754,1865,174,45,96,Yelling
77,7,1,1,2,950,1870,49,32,96,at
77,7,1,1,3,1018,1867,80,36,96,the
77,7,1,1,4,1121,1869,212,44,96,players?
77,7,2,1,1,754,1921,259,36,96,Sometimes
77,7,2,1,2,1035,1924,14,34,96,I
77,7,2,1,3,1071,1933,74,26,96,see
77,7,2,1,4,1167,1925,181,36,96,coaches
77,7,2,1,5,1369,1929,232,44,95,screaming
77,7,2,1,6,1624,1931,44,33,96,at
77,7,2,1,7,1690,1929,102,36,96,kids.
77,7,2,1,8,1817,1931,14,34,96,I
77,7,2,1,9,1854,1930,115,36,95,don't
77,7,2,1,10,1987,1932,115,35,96,think
77,7,2,1,11,2121,1932,80,36,96,this
77,7,2,2,1,755,1976,118,45,96,helps
77,7,2,2,2,895,1977,72,36,96,the
77,7,2,2,3,992,1978,153,45,96,"player,"
77,7,2,2,4,1170,1980,79,35,96,and
77,7,2,2,5,1275,1982,30,34,96,is
77,7,2,2,6,1329,1982,158,45,96,usually
77,7,2,2,7,1511,1983,98,36,96,born
77,7,2,2,8,1634,1988,73,32,96,out
77,7,2,2,9,1729,1985,44,35,96,of
77,7,2,2,10,1792,1986,239,36,95,frustration
77,7,2,2,11,2056,1997,51,26,95,on
77,7,2,2,12,2130,1988,71,36,96,the
77,7,2,3,1,754,2032,167,36,96,coach's
77,7,2,3,2,953,2037,102,40,95,part.
77,7,2,3,3,1089,2036,34,34,96,It
77,7,2,3,4,1152,2035,164,37,96,doesn't
77,7,2,3,5,1347,2047,121,26,96,mean
77,7,2,3,6,1499,2039,71,35,96,the
77,7,2,3,7,1600,2040,128,35,96,coach
77,7,2,3,8,1761,2042,32,34,96,is
77,7,2,3,9,1823,2051,21,25,96,a
77,7,2,3,10,1878,2052,122,26,96,mean
77,7,2,3,11,2032,2039,167,53,96,"person,"
77,7,2,4,1,753,2088,80,35,95,and
77,7,2,4,2,875,2088,115,36,95,often
77,7,2,4,3,1029,2089,72,37,96,the
77,7,2,4,4,1140,2092,127,34,96,coach
77,7,2,4,5,1307,2092,104,36,96,feels
77,7,2,4,6,1451,2094,79,35,96,bad
77,7,2,4,7,1570,2095,129,36,96,about
77,7,2,4,8,1739,2097,27,35,96,it
77,7,2,4,9,1805,2097,107,36,95,after
77,7,2,4,10,1949,2098,71,36,96,the
77,7,2,4,11,2059,2109,137,35,95,game.
77,7,2,5,1,755,2145,248,45,96,"Personally,"
77,7,2,5,2,1037,2147,13,34,95,I
77,7,2,5,3,1082,2146,114,36,95,think
77,7,2,5,4,1227,2148,181,36,96,coaches
77,7,2,5,5,1438,2150,146,36,96,should
77,7,2,5,6,1619,2151,51,36,96,be
77,7,2,5,7,1701,2153,115,35,96,vocal
77,7,2,5,8,1851,2155,34,33,96,in
77,7,2,5,9,1919,2157,279,44,96,encouraging
77,7,2,6,1,751,2199,108,36,96,their
77,7,2,6,2,890,2201,179,44,96,"players,"
77,7,2,6,3,1104,2203,79,35,96,and
77,7,2,6,4,1217,2204,145,45,96,yelling
77,7,2,6,5,1398,2205,129,45,96,"plays,"
77,7,2,6,6,1562,2209,203,44,96,"strategy,"
77,7,2,6,7,1801,2212,79,32,93,etc.
77,7,2,6,8,1916,2211,15,33,96,I
77,7,2,6,9,1963,2210,114,36,96,think
77,7,2,6,10,2110,2213,26,34,96,it
77,7,2,6,11,2168,2213,31,34,96,is
77,7,2,7,1,752,2258,441,44,91,counter-productive
77,7,2,7,2,1223,2262,42,33,96,to
77,7,2,7,3,1296,2260,74,45,95,yell
77,7,2,7,4,1404,2263,193,43,96,negative
77,7,2,7,5,1628,2264,104,35,95,stuff
77,7,2,7,6,1760,2267,44,33,95,at
77,7,2,7,7,1836,2265,86,36,95,kids
77,7,2,7,8,1955,2268,34,34,95,in
77,7,2,7,9,2021,2267,108,36,96,front
77,7,2,7,10,2159,2268,44,36,95,of
77,7,2,8,1,750,2311,108,37,96,their
77,7,2,8,2,882,2316,186,41,96,"parents,"
77,7,2,8,3,1094,2314,155,37,96,friends
77,7,2,8,4,1274,2316,79,36,96,and
77,7,2,8,5,1379,2317,70,36,96,the
77,7,2,8,6,1474,2317,107,37,96,fans.
77,7,2,8,7,1609,2320,14,34,96,I
77,7,2,8,8,1648,2319,115,36,96,think
77,7,2,8,9,1788,2322,28,34,95,it
77,7,2,8,10,1840,2322,31,35,96,is
77,7,2,8,11,1896,2323,66,35,96,OK
77,7,2,8,12,1984,2325,42,33,96,to
77,7,2,8,13,2052,2326,72,43,96,get
77,7,2,8,14,2146,2334,51,26,96,on
77,7,2,9,1,750,2367,116,36,96,them
77,7,2,9,2,894,2370,35,34,95,in
77,7,2,9,3,958,2371,193,43,95,"practice,"
77,7,2,9,4,1179,2372,34,34,96,in
77,7,2,9,5,1239,2371,71,36,96,the
77,7,2,9,6,1337,2374,162,43,96,privacy
77,7,2,9,7,1524,2374,43,35,96,of
77,7,2,9,8,1587,2384,104,35,96,your
77,7,2,9,9,1713,2385,112,36,96,gym.
77,7,2,9,10,1856,2379,74,34,96,But
77,7,2,9,11,1954,2388,149,35,95,games
77,7,2,9,12,2128,2389,69,27,95,are
77,7,2,10,1,750,2423,63,35,95,for
77,7,2,10,2,853,2424,72,36,95,the
77,7,2,10,3,971,2425,162,45,96,players
77,7,2,10,4,1176,2427,79,35,95,and
77,7,2,10,5,1299,2428,146,36,95,should
77,7,2,10,6,1490,2429,51,36,96,be
77,7,2,10,7,1582,2430,70,36,96,fun
77,7,2,10,8,1696,2432,63,35,96,for
77,7,2,10,9,1800,2433,132,43,96,"them,"
77,7,2,10,10,1977,2435,79,35,96,and
77,7,2,10,11,2099,2436,99,45,96,they
77,7,2,11,1,751,2479,212,37,96,shouldn't
77,7,2,11,2,984,2480,106,37,96,have
77,7,2,11,3,1110,2485,43,32,96,to
77,7,2,11,4,1174,2482,126,36,96,dread
77,7,2,11,5,1321,2483,72,36,96,the
77,7,2,11,6,1414,2485,128,35,96,coach
77,7,2,11,7,1564,2486,145,46,96,yelling
77,7,2,11,8,1732,2490,44,33,95,at
77,7,2,11,9,1794,2488,132,36,95,them.
77,8,1,1,1,752,2591,90,36,96,End
77,8,1,1,2,864,2592,50,35,95,of
77,8,1,1,3,932,2596,192,41,96,quarter
77,8,1,1,4,1143,2596,241,43,95,strategy?
77,8,2,1,1,750,2647,35,35,96,If
77,8,2,1,2,804,2657,80,35,96,you
77,8,2,1,3,911,2643,107,41,96,have
77,8,2,1,4,1041,2649,71,35,96,the
77,8,2,1,5,1137,2649,106,44,96,"lead,"
77,8,2,1,6,1269,2650,79,36,95,and
77,8,2,1,7,1372,2651,119,36,95,there
77,8,2,1,8,1516,2654,31,34,95,is
77,8,2,1,9,1570,2653,94,46,96,only
77,8,2,1,10,1688,2656,52,34,96,20
77,8,2,1,11,1765,2657,184,35,96,seconds
77,8,2,1,12,1974,2657,70,37,95,left
77,8,2,1,13,2066,2660,35,33,96,in
77,8,2,1,14,2125,2658,71,37,96,the
77,8,2,2,1,749,2706,184,42,96,"quarter,"
77,8,2,2,2,962,2714,79,35,95,you
77,8,2,2,3,1072,2715,93,35,96,may
77,8,2,2,4,1192,2709,111,33,96,want
77,8,2,2,5,1327,2709,42,33,96,to
77,8,2,2,6,1398,2707,91,36,96,hold
77,8,2,2,7,1517,2708,70,36,96,the
77,8,2,2,8,1616,2709,75,37,96,ball
77,8,2,2,9,1718,2711,64,35,96,for
77,8,2,2,10,1806,2712,72,41,96,the
77,8,2,2,11,1907,2713,79,36,96,last
77,8,2,2,12,2011,2714,109,44,96,"shot,"
77,8,2,2,13,2149,2724,47,27,96,so
77,8,2,3,1,748,2759,92,36,96,that
77,8,2,3,2,873,2769,80,35,95,you
77,8,2,3,3,992,2770,94,36,95,may
77,8,2,3,4,1121,2763,187,35,95,increase
77,8,2,3,5,1343,2773,101,34,96,your
77,8,2,3,6,1478,2764,106,44,96,"lead,"
77,8,2,3,7,1620,2766,80,36,96,and
77,8,2,3,8,1736,2770,43,33,96,at
77,8,2,3,9,1813,2778,149,35,96,"worse,"
77,8,2,3,10,2001,2772,193,35,96,maintain
77,8,2,4,1,748,2825,104,34,94,your
77,8,2,4,2,894,2820,172,41,95,present
77,8,2,4,3,1109,2817,89,36,96,lead
77,8,2,4,4,1243,2818,169,37,96,without
77,8,2,4,5,1453,2820,184,47,96,allowing
77,8,2,4,6,1680,2823,71,36,96,the
77,8,2,4,7,1796,2829,216,41,96,opponent
77,8,2,4,8,2053,2836,21,26,52,a
77,8,2,4,9,2120,2827,77,36,52,last
77,8,2,5,1,748,2872,158,36,96,second
77,8,2,5,2,940,2872,172,37,96,chance.
77,8,2,5,3,1146,2875,43,34,96,In
77,8,2,5,4,1223,2873,92,46,96,high
77,8,2,5,5,1348,2875,140,36,96,school
77,8,2,5,6,1521,2886,45,26,95,or
77,8,2,5,7,1596,2878,144,45,95,"under,"
77,8,2,5,8,1775,2881,14,34,95,I
77,8,2,5,9,1822,2881,131,36,96,would
77,8,2,5,10,1985,2886,110,33,96,want
77,8,2,5,11,2124,2883,71,36,96,the
77,8,2,6,1,748,2927,98,36,95,shot
77,8,2,6,2,865,2931,44,33,95,to
77,8,2,6,3,932,2938,52,36,96,go
77,8,2,6,4,1009,2939,51,35,96,up
77,8,2,6,5,1084,2930,94,35,96,with
77,8,2,6,6,1199,2930,128,36,95,about
77,8,2,6,7,1350,2932,22,34,96,5
77,8,2,6,8,1396,2941,45,26,96,or
77,8,2,6,9,1462,2933,23,34,96,6
77,8,2,6,10,1508,2934,183,36,96,seconds
77,8,2,6,11,1713,2935,84,37,96,left.
77,8,2,6,12,1820,2936,92,37,96,This
77,8,2,6,13,1936,2937,138,37,95,allows
77,8,2,6,14,2095,2940,99,35,96,time
77,8,2,7,1,747,2983,63,36,96,for
77,8,2,7,2,838,2994,51,26,96,an
77,8,2,7,3,921,2985,206,37,96,offensive
77,8,2,7,4,1159,2986,183,37,96,rebound
77,8,2,7,5,1374,2988,79,35,96,and
77,8,2,7,6,1485,2998,21,26,96,a
77,8,2,7,7,1538,2991,156,36,96,second
77,8,2,7,8,1726,2992,111,44,96,"shot,"
77,8,2,7,9,1870,2993,73,37,95,but
77,8,2,7,10,1973,2998,70,33,96,not
77,8,2,7,11,2074,2996,119,35,96,much
77,8,2,8,1,746,3041,101,35,95,time
77,8,2,8,2,873,3040,64,36,96,for
77,8,2,8,3,961,3041,71,37,96,the
77,8,2,8,4,1060,3046,215,42,95,opponent
77,8,2,8,5,1299,3046,43,33,95,to
77,8,2,8,6,1370,3047,70,41,95,get
77,8,2,8,7,1465,3044,72,37,96,the
77,8,2,8,8,1565,3045,74,37,96,ball
77,8,2,8,9,1668,3047,119,37,96,down
77,8,2,8,10,1815,3049,71,36,96,the
77,8,2,8,11,1913,3050,104,36,96,floor
77,8,2,8,12,2041,3051,60,36,95,off
77,8,2,8,13,2123,3051,70,37,95,the
77,8,2,9,1,748,3096,202,37,87,rebound.
77,8,2,9,2,978,3098,109,44,96,"Also,"
77,8,2,9,3,1116,3100,26,35,96,it
77,8,2,9,4,1165,3099,122,36,96,takes
77,8,2,9,5,1313,3109,120,27,96,some
77,8,2,9,6,1460,3101,44,35,96,of
77,8,2,9,7,1524,3102,71,36,96,the
77,8,2,9,8,1622,3113,197,35,96,pressure
77,8,2,9,9,1846,3106,60,36,96,off
77,8,2,9,10,1927,3106,71,37,96,the
77,8,2,9,11,2024,3107,172,37,96,shooter
77,8,2,10,1,747,3153,92,35,96,with
77,8,2,10,2,875,3155,24,34,95,6
77,8,2,10,3,933,3155,184,36,95,seconds
77,8,2,10,4,1151,3156,84,43,95,"left,"
77,8,2,10,5,1271,3165,46,26,96,as
77,8,2,10,6,1353,3156,50,35,96,he
77,8,2,10,7,1438,3156,140,39,96,knows
77,8,2,10,8,1611,3160,119,36,96,there
77,8,2,10,9,1765,3163,32,34,95,is
77,8,2,10,10,1830,3171,21,26,95,a
77,8,2,10,11,1887,3163,158,36,95,chance
77,8,2,10,12,2078,3164,62,36,95,for
77,8,2,10,13,2171,3174,20,26,95,a
77,9,1,1,1,1296,3261,45,35,96,70
77,11,1,1,1,2359,1731,7,33,29,LE
77,11,1,1,2,2352,1613,15,90,26,Oa
77,11,1,1,3,2354,1481,15,97,0,TSC
77,11,1,1,4,2348,1373,29,89,0,coenitinl
78,1,1,1,1,473,263,184,37,96,rebound
78,1,1,1,2,686,266,79,35,96,and
78,1,1,1,3,795,271,71,40,96,put
78,1,1,1,4,893,268,114,36,96,back.
78,1,1,1,5,1038,270,34,34,96,If
78,1,1,1,6,1096,271,50,35,96,he
78,1,1,1,7,1174,273,114,35,96,waits
78,1,1,1,8,1316,274,93,35,96,until
78,1,1,1,9,1437,275,72,36,96,the
78,1,1,1,10,1538,276,162,44,96,"buzzer,"
78,1,1,1,11,1728,279,118,36,96,there
78,1,1,1,12,1875,281,30,34,95,is
78,1,1,2,1,473,328,113,27,96,more
78,1,1,2,2,609,330,194,34,96,pressure
78,1,1,2,3,825,333,51,25,96,on
78,1,1,2,4,899,324,79,35,96,him
78,1,1,2,5,1000,328,41,32,96,to
78,1,1,2,6,1064,327,119,35,96,make
78,1,1,2,7,1203,328,71,36,95,the
78,1,1,2,8,1294,329,108,36,96,shot.
78,2,1,1,1,472,432,105,34,96,Late
78,2,1,1,2,598,441,137,35,96,game
78,2,1,1,3,755,437,241,42,96,strategy?
78,3,1,1,1,468,542,43,35,96,If
78,3,1,1,2,528,552,90,35,96,you
78,3,1,1,3,640,553,79,27,95,are
78,3,1,1,4,739,545,201,37,95,ahead...
78,3,2,1,1,468,598,99,35,96,With
78,3,2,1,2,588,590,88,53,96,just
78,3,2,1,3,699,609,20,26,95,a
78,3,2,1,4,745,601,24,34,95,6
78,3,2,1,5,791,604,43,32,96,to
78,3,2,1,6,861,603,48,34,96,12
78,3,2,1,7,935,605,111,42,96,point
78,3,2,1,8,1070,604,87,36,96,lead
78,3,2,1,9,1182,606,90,36,96,with
78,3,2,1,10,1297,608,93,45,96,only
78,3,2,1,11,1413,619,20,25,96,a
78,3,2,1,12,1458,611,146,44,96,couple
78,3,2,1,13,1630,614,180,34,96,minutes
78,3,2,1,14,1834,614,68,35,95,left
78,3,2,2,1,468,655,34,33,96,in
78,3,2,2,2,533,654,71,36,96,the
78,3,2,2,3,636,665,138,35,96,"game,"
78,3,2,2,4,808,659,13,33,96,I
78,3,2,2,5,851,661,61,41,96,try
78,3,2,2,6,942,662,42,32,96,to
78,3,2,2,7,1017,660,208,37,96,"""shorten"""
78,3,2,2,8,1255,663,71,36,95,the
78,3,2,2,9,1357,674,123,35,96,game
78,3,2,2,10,1513,667,50,44,96,by
78,3,2,2,11,1594,668,162,46,96,holding
78,3,2,2,12,1788,670,62,35,96,for
78,3,2,2,13,1878,681,21,25,96,a
78,3,2,3,1,466,710,108,43,96,good
78,3,2,3,2,603,711,109,43,96,"shot,"
78,3,2,3,3,743,713,229,46,96,preferably
78,3,2,3,4,1000,725,21,25,96,a
78,3,2,3,5,1051,716,153,45,96,"lay-up,"
78,3,2,3,6,1233,719,78,35,96,and
78,3,2,3,7,1343,720,103,45,96,keep
78,3,2,3,8,1473,722,71,36,96,the
78,3,2,3,9,1572,723,113,36,96,clock
78,3,2,3,10,1713,727,183,44,95,running.
78,3,2,4,1,464,766,53,34,94,As
78,3,2,4,2,537,766,71,35,94,the
78,3,2,4,3,632,766,80,36,96,late
78,3,2,4,4,731,768,39,35,96,Al
78,3,2,4,5,796,770,181,36,96,McGuire
78,3,2,4,6,1000,773,101,34,96,used
78,3,2,4,7,1123,776,41,32,96,to
78,3,2,4,8,1186,783,88,35,96,"say,"
78,3,2,4,9,1299,775,98,45,89,"""you"
78,3,2,4,10,1419,777,115,37,96,don't
78,3,2,4,11,1555,780,106,35,96,need
78,3,2,4,12,1685,790,78,35,96,any
78,3,2,4,13,1788,791,112,26,96,more
78,3,2,5,1,466,822,182,42,96,points...
78,3,2,5,2,677,823,71,35,96,the
78,3,2,5,3,775,824,112,36,96,clock
78,3,2,5,4,913,827,31,34,96,is
78,3,2,5,5,971,836,88,26,96,now
78,3,2,5,6,1086,838,100,34,95,your
78,3,2,5,7,1210,832,189,43,95,"enemy!"""
78,3,2,5,8,1424,833,92,35,96,This
78,3,2,5,9,1544,844,93,35,96,may
78,3,2,5,10,1666,836,49,35,95,be
78,3,2,5,11,1742,846,21,26,95,a
78,3,2,5,12,1792,838,105,44,96,good
78,3,2,6,1,463,877,100,34,96,time
78,3,2,6,2,586,877,62,35,96,for
78,3,2,6,3,669,888,21,25,96,a
78,3,2,6,4,714,880,197,37,96,time-out
78,3,2,6,5,934,882,78,35,95,and
78,3,2,6,6,1037,884,157,44,95,explain
78,3,2,6,7,1218,888,42,33,95,to
78,3,2,6,8,1282,886,71,36,96,the
78,3,2,6,9,1379,887,100,44,96,"kids,"
78,3,2,6,10,1507,889,189,47,91,“nothing
78,3,2,6,11,1721,892,72,36,93,but
78,3,2,6,12,1818,893,78,44,90,lay-
78,3,2,7,1,465,932,110,44,93,"ups""."
78,3,2,7,2,607,935,105,35,96,Even
78,3,2,7,3,740,935,148,45,96,"better,"
78,3,2,7,4,918,938,120,36,95,make
78,3,2,7,5,1063,939,70,36,95,the
78,3,2,7,6,1159,941,69,35,96,call
78,3,2,7,7,1255,942,102,36,96,from
78,3,2,7,8,1384,944,70,35,95,the
78,3,2,7,9,1482,945,131,36,96,bench
78,3,2,7,10,1641,957,48,26,95,so
78,3,2,7,11,1713,948,91,36,95,that
78,3,2,7,12,1828,949,69,36,96,the
78,3,2,8,1,463,987,113,36,96,clock
78,3,2,8,2,600,989,165,37,96,doesn't
78,3,2,8,3,788,995,94,42,96,stop
78,3,2,8,4,907,993,62,36,96,for
78,3,2,8,5,991,1004,21,25,96,a
78,3,2,8,6,1038,996,206,36,95,time-out.
78,3,2,8,7,1273,998,188,37,96,Chances
78,3,2,8,8,1487,1010,84,34,96,"are,"
78,3,2,8,9,1597,1002,72,36,96,the
78,3,2,8,10,1694,1006,201,44,96,opposing
78,3,2,9,1,462,1044,128,35,96,coach
78,3,2,9,2,623,1046,69,35,96,will
78,3,2,9,3,726,1057,75,25,96,use
78,3,2,9,4,833,1058,79,26,96,one
78,3,2,9,5,944,1050,44,35,96,of
78,3,2,9,6,1016,1051,60,35,95,his
78,3,2,9,7,1105,1053,219,37,95,time-outs
78,3,2,9,8,1356,1065,173,37,96,anyway
78,3,2,9,9,1559,1061,41,32,96,to
78,3,2,9,10,1635,1060,171,36,95,instruct
78,3,2,9,11,1837,1061,59,36,95,his
78,3,2,10,1,463,1099,162,45,96,players
78,3,2,10,2,654,1104,42,33,95,to
78,3,2,10,3,726,1102,80,36,95,foul
78,3,2,10,4,838,1105,79,35,96,and
78,3,2,10,5,949,1115,164,35,96,press...
78,3,2,10,6,1146,1118,47,26,96,so
